EmployerName,Position,RegularPay,TotalWages
"University of California, San Diego",Health Profns Educ Spec 3,69226,69226
"University of California, Davis",Med Ofc Svc Crd 2,21247,21482
"University of California, Santa Barbara",Coach Ast 2,77083,77083
"University of California, Santa Barbara",Stdt 1,494,494
"University of California, Irvine",Stdt 4,3157,3157
"University of California, San Diego",Media Comm Spec 4,23020,23020
"University of California, Berkeley",Agron Aes-Ay,231850,335580
"University of California, Berkeley",Stdt 2,3117,3117
"University of California, Merced",Teachg Asst-Gship,20212,20212
"University of California, Davis",Asst Proj Scientist-Fy,73325,73325
"University of California, Los Angeles",Clin Nurse 2,105990,142465
"University of California, San Francisco",Qlty Impv HC Spec 2,106696,106696
"University of California, San Diego",Tut-Gship,8671,8671
"University of California, Davis",Stdt 4,4434,4434
"University of California, Santa Barbara",Stdt 1,4455,4455
"University of California, Irvine",Stdt 4,277,277
"University of California, Irvine",Stdt Activities Appt Official,0,658
"University of California, Santa Barbara",Gsr-Tuit & Fee Rem,4567,4567
"University of California, Davis",Clin Nurse 2,144782,159660
"University of California, Los Angeles",Pat Biller 3,61066,62300
"University of California, Davis",Mail Processor Sr,61332,62832
"University of California, Berkeley",Project Policy Anl 3,83030,83530
"University of California, San Francisco",Postdoc-Employee,14333,14333
"University of California, Los Angeles",Stdt Researcher,2303,2303
"University of California, Los Angeles",Stdt 4,7275,7275
"University of California, Davis",Hosp Blank Ast 3,56995,64355
"University of California, Berkeley",Bus Sys Anl 2,77950,77950
"University of California, Irvine",Admitting Worker Prn,54348,61617
"University of California, Berkeley",Non-Phys Clin Train-Genl Camp,36667,37167
"University of California, San Francisco",Hosp Blank Ast 3,65118,73118
"University of California, Los Angeles",HS Asst Clin Prof-Hcomp,138783,480337
"University of California, San Francisco",Reg Resp Ther 1,115303,139237
"University of California, San Francisco",Auto Equip Opr Prn,66782,70261
"University of California, Merced",Stdt 1,2604,2604
"University of California, San Diego",Contracts And Grants Supv 2,107308,110718
"University of California, Berkeley",Postdoc-Employee,60444,60444
"University of California, Los Angeles",Bus Tchl Supp Anl 2 Tx,61886,61886
"University of California, San Diego",Clin Nurse 2,97377,115147
"University of California, Merced",Postdoc-Employee,57079,57079
"University of California, San Diego",Adj Prof-Ay,39600,39600
"University of California, Irvine",Clin Applications Profl 5,195616,217555
"University of California, Berkeley",Project Policy Anl 4,103648,103648
"University of California, Berkeley",Gsr-Full Fee Rem,23812,23812
"University of California, San Diego",Nurse Pd,2410,2573
"University of California, Davis",Stdt 3,3272,3272
"University of California, Santa Cruz",Data Sys Anl 2,46781,46781
"University of California, Davis",Clin Nurse 1,39548,41861
"University of California, Irvine",Cmty Educ Spec 1,23550,25567
"University of California, Berkeley",Prof-Ay,216383,233473
"University of California, San Francisco",Comm Spec 4,109015,114015
"University of California, Davis",Project Policy Anl 3,54298,55260
"University of California, Los Angeles",Spec,138752,155695
"University of California, Los Angeles",Assoc In __ -Ay-1/9-Gship,22636,22636
"University of California, San Francisco",Adj Prof-Hcomp,146450,200816
"University of California, Santa Barbara",Rsch And Dev Engr 4,114444,114444
"University of California, Davis",Stdt 3,1033,1358
"University of California, San Diego",Physcn Ast Sr,171481,193627
"University of California, Los Angeles",Postdoc-Employee,34294,34294
"University of California, Los Angeles",Rsch Data Anl 2,11164,11164
"University of California, San Diego",Gsr-Tuit & Fee Rem-UCSD-Grp C,38627,38627
"University of California, San Francisco",Clin Nurse 3,183860,225585
"University of California, San Diego",SRA 1,17542,17735
"University of California, Santa Cruz",Teachg Asst-Gship,22720,24446
"University of California, Riverside",Stdt 1,1624,1624
"University of California, Merced",Stdt 2,4774,4774
"University of California, Davis",Tut-Non Gship,1780,1780
"University of California, Riverside",Stdt 1,928,928
"University of California, San Francisco",Assoc Specialist,67083,67083
"University of California, Berkeley",Teachg Asst-1/10-Gship,4582,4582
"University of California, San Francisco",Med Ctr Food Svc Worker Sr Pd,26325,27531
"University of California, Santa Barbara",Stdt 1,3169,3169
"University of California, Davis",Stdt 4,3709,3709
"University of California, Riverside",Lect-Ay-1/9,7329,7329
"University of California, San Francisco",Hosp Lab Tchn 1,44908,58836
"University of California, Davis",Chief Resid Phys-Non Rep,41549,48749
"University of California, San Diego",Stdt 4,3740,3740
"University of California, Santa Barbara",Postdoc-Employee,54470,54470
"University of California, Berkeley",Project Policy Anl 3,78663,79663
"University of California, Los Angeles",Lect-Ay,112098,112098
"University of California, Los Angeles",Stdt 3,2928,2999
"University of California, Los Angeles",Adj Instr-Fy,0,600
"University of California, San Diego",Info Sys Anl 4,16607,16607
"University of California, Los Angeles",Stdt Researcher,840,842
"University of California, Los Angeles",Pat Biller 3,60414,62536
"University of California, Irvine",Groundskeeper Ld,54434,55934
"University of California, Davis",Sra 4,93128,93128
"University of California, Los Angeles",Clin Nurse 2,119872,146010
"University of California, Davis",EHS Spec 3,5862,5862
"University of California, San Diego",Employment Repr 2,14252,14294
"University of California, Berkeley",Reader-Non Gship,1781,1781
"University of California, San Diego",Resid Phys/Subspec 4-8/Rep,28237,31237
"University of California, Irvine",Postdoc-Employee,10750,10750
"University of California, Davis",Radlg Tchno Sr,94086,100539
"University of California, San Diego",Med Ctr Custodian,11042,12204
"University of California, Merced",Stdt 4,10381,10381
"University of California, Riverside",Director,17190,96361
"University of California, Santa Cruz",Field Researcher 3,22172,22361
"University of California, Davis",Bus Sys Anl 3,97581,102085
"University of California, San Francisco",Pat Care Ast Pd,24942,25857
"University of California, San Diego",Teachg Asst-Gship,4611,4611
"University of California, Davis",Clin Nurse 2,124474,141504
"University of California, Los Angeles",Asst Prof-Ay,112667,120244
"University of California, San Diego",Food Svc Supv 2,69661,72661
"University of California, Los Angeles",Admin Anl Prn 1,87962,99533
"University of California, Berkeley",Gsr-Full Fee Rem,34112,33610
"University of California, San Francisco",Clin Nurse 2,185669,247278
"University of California, Berkeley",Admissions Evaluator 3,9976,9976
"University of California, Davis",Bus Tchl Supp Anl 2 Tx,74340,74340
"University of California, Davis",Stdt 4,5421,5790
"University of California, Los Angeles",Library Ast 4,71970,73020
"University of California, Irvine",Resid Phys II-Viii/Rep,29931,33264
"University of California, Riverside",Sys Adm 3,88123,90423
"University of California, Los Angeles",Pat Comm Repr,49555,50925
"University of California, Los Angeles",Reader-Gship,2011,2011
"University of California, San Diego",Qa Release Mgt Mgr 1,162003,166003
"University of California, Los Angeles",Pat Biller 3,61959,63150
"University of California, Berkeley",Res-Fy,194933,194933
"University of California, San Diego",Rsch Adm 3,66223,71223
"University of California, Los Angeles",Publ Admstn Anl Prn,39602,39602
"University of California, Los Angeles",Stdt 1 Non UC,3105,3105
"University of California, Riverside",Gen Accountant 3,30140,39957
"University of California, Davis",Stdt 2,119,119
"University of California, Davis",Stdt Acad Advisor 2,60968,61268
"University of California, Los Angeles",SRA 1,49269,49269
"University of California, Irvine",Lect-Ay-Continuing,62772,68925
"University of California, San Francisco",Clin Nurse 2,137697,171380
"University of California, Los Angeles",Med Ctr Custodian Sr,39396,68414
"University of California, Irvine",Stdt Camp Prg Onsite,2839,2839
"University of California, Davis",Stdt 3,2041,2041
"University of California, San Diego",Stdt 2,3528,3528
"University of California, Los Angeles",Stdt 1,2235,2235
"University of California, Berkeley",Tut-Non Gship,1156,1156
"University of California, Los Angeles",Admin Care Clin Partner,17642,24218
"University of California, Davis",Stdt 2,4123,4123
"University of California, Santa Cruz",Postdoc-Employee,1400,50000
"University of California, Irvine",Hosp Unit Svc Crd 2,45367,53350
"University of California, Los Angeles",Stdt 1,5608,5610
"University of California, San Francisco",Pat Care Ast,65598,94084
"University of California, San Diego",Gsr-No Rem,26046,26046
"University of California, San Diego",Refrigeration Mech,86211,88296
"University of California, Los Angeles",Admissions Recrmt Spec 2,19400,19436
"University of California, Davis",Lect-Ay-1/9,64492,79669
"University of California, Davis",Teachg Asst-Gship,23643,23643
"University of California, Los Angeles",SRA 3,60485,60485
"University of California, Los Angeles",Assoc In __ -Ay-1/9-Gship,25358,29938
"University of California, Los Angeles",Voc Nurse Pd,34816,35353
"University of California, Los Angeles",HS Asst Clin Prof-Fy,12806,28201
"University of California, Santa Barbara",Bus Sys Anl 3,61125,61125
"University of California, San Diego",Lab Ast 1,33422,37515
"University of California, Irvine",Stdt 4,686,686
"University of California, Los Angeles",Audiologist Sr Ex,29582,31967
"University of California, Berkeley",Tut-Non Gship,1646,1646
"University of California, Los Angeles",HS Asst Clin Prof-Hcomp,40709,111128
"University of California, Santa Barbara",Stdt 1,10608,10748
"University of California, Irvine",Police Ofcr,88058,96819
"University of California, San Francisco",Clin Doc Spec 4,18672,18672
"University of California, San Diego",Clin Nurse 2,131528,183440
"University of California, San Francisco",Hosp Blank Ast 3,42501,46415
"University of California, Irvine",Access Repr Sr,25321,26320
"University of California, Los Angeles",Mgr,81194,91624
"University of California, Berkeley",Project Policy Anl 2,12829,12829
"University of California, Santa Barbara",Teachg Asst-Gship,25196,31352
"University of California, Los Angeles",Stdt 1,849,849
"University of California, San Diego",Blank Ast 3,18126,19627
"University of California, San Francisco",Oth Post-Md Train 2-8/Rep,43922,52828
"University of California, Davis",Lab Ast 3,18023,18953
"University of California, Los Angeles",Resid Phys I/Rep,29638,34638
"University of California, Berkeley",Teachg Asst-1/10-Gship,1128,1128
"University of California, Berkeley",Stdt 2,3092,3092
"University of California, Merced",Postdoc-Employee,20260,20260
"University of California, Los Angeles",Clin Nurse 2,0,13374
"University of California, San Diego",Oth Post-Md Train 2-8/Rep,26158,40319
"University of California, Los Angeles",Admin Care Clin Partner,58495,85026
"University of California, San Francisco",Resp Ther 1,129646,163448
"University of California, Los Angeles",Assoc In __ -Ay-1/9-Gship,19593,19593
"University of California, Los Angeles",Stdt 1,555,555
"University of California, Davis",Reg Resp Ther 1,67137,68630
"University of California, San Francisco",Resid Phys I/Rep,28711,37036
"University of California, Irvine",Hosp Ast Sr,31097,32438
"University of California, San Francisco",Resid Phys II-Viii/Non Rep,55816,55816
"University of California, Irvine",Resid Phys II-Viii/Rep,71840,79257
"University of California, San Diego",Recr Prg Instr 2,0,1900
"University of California, Berkeley",Stdt 2,3224,3224
"University of California, Irvine",Postdoc-Employee,31799,31799
"University of California, Los Angeles",Coll Repr,63139,68767
